PcHyp_1	PcHyp_2	PcHyp_3	LaPc18_1	LaPc18_2	LaPc18_3	LaPc30_1	LaPc30_2	LaPc30_3	LaPc48_1	LaPc48_2	LaPc48_3
IUM83_07675	235	237	192	0	0	0	0	1	1	6	17	23
IUM83_07676	55544	55370	51786	2094	3216	1098	14969	13415	6199	21636	31151	21658
IUM83_07677	1442	1180	1353	3	8	3	71	69	18	148	218	145
IUM83_07678	2028	1771	2359	2	6	6	74	78	39	189	233	258
IUM83_07679	488	399	406	3	12	3	43	24	19	84	104	92
IUM83_07680	379	383	397	8	16	2	64	45	30	58	89	98
IUM83_07681	1355	1181	1396	67	94	45	520	499	217	602	730	564
IUM83_07682	826	767	980	64	101	49	387	311	150	306	413	270
IUM83_07683	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_07684	4	8	1	0	0	0	3	1	1	0	0	0
IUM83_07685	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_07686	3	2	1	2	0	0	2	2	1	5	0	10
IUM83_07687	4012	3995	4379	29	57	24	309	282	122	711	1094	872
IUM83_07688	1262	1588	2309	308	507	180	2019	1304	669	1024	2413	2412
IUM83_07689	25	16	18	0	0	0	0	0	0	3	0	0
IUM83_07690	781	489	772	21	23	10	256	294	100	586	713	658
IUM83_07691	8	7	16	1	0	0	7	12	2	38	22	34
IUM83_07692	2573	2142	2843	3	19	12	183	180	48	372	574	509
IUM83_07693	468	186	318	2	3	5	35	31	12	31	25	58
IUM83_07694	2154	1563	2068	4	20	7	110	174	50	265	315	330
IUM83_07695	328	355	299	15	28	5	157	122	50	174	216	174
IUM83_07696	265	340	254	11	8	2	45	35	13	48	109	89
IUM83_07697	2687	2921	2456	3	5	0	28	19	9	98	192	180
IUM83_07698	522	562	488	10	12	5	45	59	14	136	158	212
IUM83_07699	35	33	20	0	0	0	11	197	11	2335	3421	7621
IUM83_07700	347	287	316	1	8	0	29	38	19	76	83	103
IUM83_07701	1176	777	983	2	4	0	19	24	3	91	129	57
IUM83_07702	195	165	286	8	12	4	59	28	19	22	38	32
IUM83_07703	8491	6045	8817	138	197	48	1395	1193	595	1688	2658	2117
IUM83_07704	5832	4352	4973	57	58	12	539	627	194	1178	1730	1212
IUM83_07705	2911	2620	2544	64	90	33	551	524	206	606	973	1049
IUM83_07706	3035	2795	3273	25	44	8	275	198	87	379	577	556
IUM83_07707	2290	2013	2394	178	252	54	1942	1332	641	784	1261	1076
IUM83_07708	9184	7421	7889	60	82	23	691	757	248	1432	2173	1843
IUM83_07709	1338	1200	1305	34	24	12	149	147	64	125	234	192
IUM83_07710	15650	14462	14301	23	17	2	798	807	301	1941	2412	2087
IUM83_07711	1271	1184	1340	8	9	5	66	102	31	204	263	229
IUM83_07712	1375	902	1215	12	7	15	219	154	67	365	651	826
IUM83_07713	2481	2757	2487	1	1	0	252	277	86	854	1193	1143
IUM83_07714	3456	2709	2525	3	6	6	78	85	31	763	1104	782
IUM83_07715	1636	1372	1425	0	7	0	12	46	13	162	220	165
IUM83_07716	1226	1233	1247	0	4	5	27	32	10	142	224	155
IUM83_07717	4936	4099	4916	15	27	10	164	160	75	428	668	509
IUM83_07718	1276	1005	1199	5	20	6	64	51	28	82	124	121
IUM83_07719	631	430	456	7	8	5	51	28	29	37	85	51
IUM83_07720	921	799	1002	133	202	71	725	422	247	352	523	397
IUM83_07721	0	7	12	0	0	0	0	0	0	5	9	1
IUM83_07722	47	55	48	0	0	0	1	0	0	0	3	4
IUM83_07723	685	645	730	0	1	1	11	10	5	38	51	56
IUM83_07724	3454	2926	3434	17	33	10	220	232	98	586	738	499
IUM83_07725	73303	71737	75312	2922	4236	1383	21082	17231	7792	27713	40689	28567
IUM83_07726	820	682	1068	92	147	47	603	362	216	299	377	403
IUM83_07727	441	443	437	5	0	0	7	18	3	33	40	29
IUM83_07728	1735	1742	1729	15	2	1	22	26	14	120	199	150
IUM83_07729	2539	2179	2461	20	17	3	117	159	63	343	480	346
IUM83_07730	2	16	1	0	0	0	1	0	0	2	6	4
IUM83_07731	20	15	12	23	24	16	85	102	44	157	144	217
IUM83_07732	829	673	978	12	40	12	124	133	73	189	238	196
IUM83_07733	4	0	4	5	11	8	30	19	10	25	31	11
IUM83_07734	13626	12673	15426	199	330	87	1874	1521	678	1869	3023	2618
IUM83_07735	6834	6903	5711	2	10	2	154	123	45	552	1423	891
IUM83_07736	364	333	382	7	3	4	30	33	23	61	89	90
IUM83_07737	398	399	533	16	20	8	111	94	50	133	161	139
IUM83_07738	211	213	220	3	3	1	27	25	8	8	39	37
IUM83_07739	1392	1091	1304	35	70	14	354	295	158	276	482	345
IUM83_07740	909	690	772	0	0	0	7	6	0	98	112	76
IUM83_07741	649	506	516	0	0	0	2	0	0	45	45	55
IUM83_07742	203	271	288	18	22	5	70	41	32	94	112	118
IUM83_07743	394	442	463	39	100	34	215	162	99	166	208	137
IUM83_07744	287	204	290	1	4	0	22	18	4	41	59	41
IUM83_07745	496	499	524	6	7	0	44	19	16	69	93	72
IUM83_07746	204	212	215	1	0	1	7	5	6	14	15	27
IUM83_07747	551	578	593	25	31	6	181	153	73	169	218	198
IUM83_07748	218	184	287	35	51	17	178	117	57	113	115	127
IUM83_07749	0	0	2	0	0	0	0	0	0	2	0	1
IUM83_07750	1959	2696	1662	11	11	4	66	73	39	204	217	146
IUM83_07751	2374	3042	1924	15	25	9	114	124	40	305	434	328
IUM83_07752	406	423	305	2	1	0	1	7	2	20	35	33
IUM83_07753	83	90	73	0	0	0	0	1	0	6	3	7
IUM83_07754	4209	3443	3790	21	47	12	327	330	144	836	1067	768
IUM83_07755	1978	1662	2055	5	4	2	70	76	26	297	402	235
IUM83_07756	1631	1384	1624	17	12	2	207	182	79	259	372	316
IUM83_07757	658	529	853	89	152	67	533	339	196	317	429	339
IUM83_07758	576	593	635	0	0	0	4	8	6	82	149	121
IUM83_07759	1045	873	997	6	7	4	59	55	16	155	283	161
IUM83_07760	997	966	849	4	3	0	38	22	9	65	87	81
IUM83_07761	3038	2837	2873	51	86	28	289	262	147	367	490	351
IUM83_07762	1535	2503	1400	3	9	1	52	67	23	243	268	256
IUM83_07763	16	10	6	0	0	1	1	0	0	1	0	5
IUM83_07764	41	47	37	1	0	0	0	3	3	9	7	8
IUM83_07765	1466	1455	1215	1	12	5	115	115	44	299	396	251
IUM83_07766	767	709	759	6	8	0	31	47	19	79	143	99
IUM83_07767	2458	2338	2387	47	53	20	305	189	108	354	577	432
IUM83_07768	2549	3385	1614	12	17	4	173	132	41	234	213	269
IUM83_07769	387	365	311	1	5	3	23	16	14	46	50	60
IUM83_07770	454	557	351	4	4	2	50	47	7	92	90	53
IUM83_07771	5689	5376	6924	581	944	261	3458	2397	1405	2099	3270	2594
IUM83_07772	3113	2435	4284	41	76	10	388	346	135	456	678	726
IUM83_07773	4	6	4	0	0	0	0	0	0	0	0	0
IUM83_07774	517	339	405	0	0	0	3	2	0	39	23	80
IUM83_07775	1458	1381	889	2	17	5	37	59	25	103	82	53
IUM83_07776	250	440	155	2	1	0	15	18	6	44	102	63
IUM83_07777	39267	39059	36161	8	9	1	147	426	99	2074	2736	2252
IUM83_07778	11759	10026	9834	17	24	10	306	453	115	1064	1670	1181
IUM83_07779	1332	1283	1405	6	20	1	87	138	55	238	351	295
IUM83_07780	920	804	974	7	9	4	52	40	23	104	169	154
IUM83_07781	1085	747	1130	5	5	1	84	55	25	190	264	180
IUM83_07782	36	31	23	0	3	0	16	18	8	26	11	9
IUM83_07783	2251	1598	1755	18	13	5	99	90	36	198	276	294
IUM83_07784	899	781	682	0	4	0	30	33	11	80	102	101
IUM83_07785	980	824	913	3	6	2	40	18	14	52	105	86
IUM83_07786	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_07787	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_07788	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_07789	1917	1342	1598	2	7	1	50	54	23	199	231	162
IUM83_07790	3117	2443	3376	21	41	7	226	165	70	826	1372	1200
IUM83_07791	2594	1948	2562	9	5	5	49	58	22	171	272	213
IUM83_07792	134	113	105	1	2	1	12	22	15	42	48	60
IUM83_07793	87	50	83	297	417	156	2092	1803	1125	1618	1832	2008
IUM83_07794	494	443	415	3	2	5	42	30	22	57	104	76
IUM83_07795	9	9	11	0	0	0	0	0	0	0	2	0
IUM83_07796	7	0	10	0	0	0	0	0	0	0	0	4
IUM83_07797	2951	2658	3194	19	45	18	161	180	77	434	576	421
IUM83_07798	1098	975	808	7	8	1	57	51	28	188	255	169
IUM83_07799	3	4	1	1	9	1	16	15	6	19	14	22
IUM83_07800	2	0	1	0	0	0	0	0	0	0	0	0
IUM83_07801	189	187	201	9	18	6	94	80	60	123	141	117
IUM83_07802	473	493	433	0	0	0	2	8	2	71	70	44
IUM83_07803	28	21	8	6	4	1	44	26	9	39	50	41
IUM83_07804	55	49	51	3	1	2	44	67	39	79	92	84
IUM83_07805	1596	964	1278	7	6	0	148	117	32	262	510	291
IUM83_07806	66	22	79	0	0	0	0	1	1	0	6	7
IUM83_07807	760	550	687	4	7	1	59	69	30	101	187	160
IUM83_07808	334	284	299	5	6	3	30	25	6	44	58	54
IUM83_07809	1936	1695	1448	5	4	0	33	46	22	81	175	178
IUM83_07810	590	407	464	1	1	0	13	19	10	45	66	72
IUM83_07811	38	17	21	0	0	0	0	0	0	0	0	0
IUM83_07812	3	4	0	0	0	0	3	1	0	0	3	0
IUM83_07813	5	1	1	2	0	0	1	1	0	1	1	2
IUM83_07814	0	0	0	0	0	1	2	2	0	0	4	3
IUM83_07815	21	22	18	2	3	1	18	10	2	4	7	9
IUM83_07816	56	36	36	0	1	0	8	12	5	29	15	10
IUM83_07817	2974	2630	3372	13	13	4	109	141	43	295	400	305
IUM83_07818	37	9	17	0	0	0	3	4	2	22	43	23
IUM83_07819	226	139	112	0	0	0	9	12	6	51	89	51
IUM83_07820	24	19	9	0	0	0	0	0	0	0	0	0
IUM83_07821	0	1	0	0	0	0	0	0	0	0	0	0
IUM83_07822	93	86	85	0	0	0	0	1	0	0	9	14
IUM83_07823	1128	945	892	3	6	4	39	55	23	214	256	164
IUM83_07824	2048	1540	1865	24	20	8	182	209	90	291	454	373
IUM83_07825	147	181	158	0	0	0	3	56	5	249	269	98
IUM83_07826	248	147	191	0	0	1	12	7	0	14	15	14
IUM83_07827	107	90	94	0	0	0	7	3	0	2	16	11
IUM83_07828	556	420	528	8	9	10	73	61	9	88	107	72
IUM83_07829	1002	760	953	10	33	17	112	84	32	163	251	164
IUM83_07830	3	2	5	0	0	0	0	1	4	2	0	0
IUM83_07831	134	148	113	0	0	0	3	6	5	32	59	35
IUM83_07832	172	177	97	1	11	2	23	34	18	67	99	60
IUM83_07833	29	15	16	0	2	0	4	2	2	17	27	29
IUM83_07834	1706	1446	1281	8	26	11	254	177	102	326	425	399
IUM83_07835	1158	735	719	0	0	0	23	50	1	226	584	185
IUM83_07836	7	8	6	0	1	0	0	0	0	0	4	0
IUM83_07837	0	5	0	0	1	0	2	26	7	6	3	11
IUM83_07838	4262	3461	3036	3	3	0	174	212	53	564	850	517
IUM83_07839	1	1	2	0	0	0	0	0	0	0	0	0
IUM83_07840	46	17	24	0	0	0	0	0	0	0	0	0
IUM83_07841	414	315	306	0	6	0	27	19	5	58	67	45
IUM83_07842	508	408	417	7	1	1	10	32	7	40	99	98
IUM83_07843	423	308	369	0	4	0	9	12	9	40	60	45
IUM83_07844	45	53	30	0	0	0	1	0	0	0	0	0
IUM83_07845	0	0	0	2	1	1	9	13	8	19	12	18
IUM83_07846	1	0	0	5	10	10	43	29	14	78	94	132
IUM83_07847	1	0	1	1	1	0	6	7	4	3	5	16
IUM83_07848	123	80	64	0	19	0	46	63	7	97	210	98
IUM83_07849	429	703	542	83	124	53	925	787	363	1049	1770	1860
IUM83_07850	10	17	12	0	0	0	0	0	0	1	0	1
IUM83_07851	3441	3198	3273	0	1	0	2	12	1	51	142	69
IUM83_07852	1491	1357	1279	5	6	1	28	48	20	110	169	112
IUM83_07853	695	534	660	1	8	3	49	27	40	132	178	127
IUM83_07854	27	16	24	2	12	0	62	148	28	245	230	130
IUM83_07855	2534	1969	2751	120	207	55	1272	1397	496	2015	3091	2201
IUM83_07856	965	868	1032	65	129	45	430	307	199	222	356	253
IUM83_07857	7	5	8	0	0	0	0	0	0	0	1	1
IUM83_07858	407	246	354	11	8	2	104	104	39	156	298	269
IUM83_07859	1948	1439	1978	5	3	0	125	141	28	160	337	362
IUM83_07860	731	756	641	0	2	0	12	8	12	72	56	49
IUM83_07861	2447	1912	2035	1	1	0	13	26	4	114	186	80
IUM83_07862	836	624	808	62	94	35	307	205	138	147	244	189
IUM83_07863	1088	834	1094	78	95	21	599	423	250	210	352	278
IUM83_07864	23128	30190	27205	96	144	40	2126	3071	867	14334	17112	11748
IUM83_07865	54846	66509	69014	396	641	167	5824	6651	2582	30994	41815	23007
IUM83_07866	30022	26124	26813	8	8	8	886	3110	604	26793	39326	19492
IUM83_07867	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_07868	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_07869	6375	8502	4807	114	211	48	3092	3450	975	4145	6199	3285
IUM83_07870	2131	1863	1808	16	13	8	228	355	98	2429	2371	1023
IUM83_07871	48065	47913	42592	73	174	70	1075	1991	527	17522	16123	5027
IUM83_07872	23	21	19	0	0	0	0	2	0	4	3	5
IUM83_07873	1349	1070	1090	89	169	49	366	274	172	207	372	298
IUM83_07874	2152	1472	1842	2	10	2	42	73	18	297	354	260
IUM83_07875	6496	3104	5978	0	1	0	25	15	5	241	253	346
IUM83_07876	256	217	205	16	28	4	171	120	64	135	213	215
IUM83_07877	1693	1553	1446	27	48	17	325	212	76	249	383	414
IUM83_07878	257	235	234	0	5	0	39	32	17	32	73	44
IUM83_07879	3032	3470	2938	218	395	121	1667	1172	596	1038	1614	1192
IUM83_07880	5	7	9	0	1	1	12	18	1	19	18	17
IUM83_07881	16	8	5	18	31	5	130	155	75	143	203	186
IUM83_07882	7987	5705	5689	152	202	36	2243	1836	650	1999	3462	3405
IUM83_07883	5	12	3	1	5	1	25	30	12	26	22	34
IUM83_07884	8	7	3	0	6	0	22	46	2	97	120	27
IUM83_07885	1170	2385	720	0	9	0	24	59	6	177	359	52
IUM83_07886	33	16	58	1	0	0	0	5	0	4	10	14
IUM83_07887	6	23	5	0	0	0	0	0	0	3	9	1
IUM83_07888	259	222	185	12	20	3	640	801	281	1666	2655	977
IUM83_07889	77	56	49	6	7	0	213	348	141	725	1209	407
IUM83_07890	20	40	25	0	0	0	0	1	3	15	7	7
IUM83_07891	13	12	15	0	0	0	1	4	0	9	23	13
IUM83_07892	3949	3841	4570	188	262	49	4651	4667	1546	5386	8981	5919
IUM83_07893	21	12	19	0	1	0	50	70	25	132	174	85
IUM83_07894	5	10	10	0	0	0	0	0	0	1	5	0
IUM83_07895	18859	16120	20705	530	699	194	5390	3855	2005	3831	6564	5667
IUM83_07896	1772	1652	1720	24	45	15	212	205	107	339	482	398
IUM83_07897	85	87	70	0	0	0	0	0	0	1	4	1
IUM83_07898	3713	3292	3261	36	82	34	458	365	176	597	736	524
IUM83_07899	8236	7567	7823	2	9	4	92	88	26	442	599	530
IUM83_07900	2075	1255	2084	6	8	1	350	169	66	162	458	456
IUM83_07901	1129	550	771	0	0	2	237	52	24	48	174	204
IUM83_07902	10	0	6	0	0	0	3	0	0	1	2	1
IUM83_07903	1200	1090	1082	20	44	8	170	129	57	155	265	294
IUM83_07904	43	34	46	0	1	0	0	3	0	4	3	1
IUM83_07905	4521	3989	5419	0	0	0	1	3	3	220	571	491
IUM83_07906	43	30	38	48	89	27	308	220	214	261	324	352
IUM83_07907	2410	3343	3234	0	0	0	15	13	2	290	1705	2151
IUM83_07908	2376	1531	1852	37	42	16	300	318	97	880	1095	727
IUM83_07909	73	108	102	0	2	0	18	19	4	21	28	22
IUM83_07910	2849	2127	2609	29	16	4	168	130	56	241	364	344
IUM83_07911	1202	1183	1052	2	5	3	49	41	18	135	161	150
IUM83_07912	2406	2073	2183	11	19	1	135	141	54	297	405	288
IUM83_07913	1	1	0	0	0	0	0	0	0	0	0	0
IUM83_07914	5696	4796	7363	139	201	81	1277	1122	519	935	1531	1840
IUM83_07915	1203	937	876	8	1	6	28	43	21	242	358	202
IUM83_07916	683	901	864	2	0	0	7	51	11	394	498	304
IUM83_07917	7251	6579	5319	35	42	13	262	301	97	1057	1495	1074
IUM83_07918	247	445	230	0	0	0	0	5	3	45	87	65
IUM83_07919	1605	1558	1355	1	2	0	27	84	7	387	474	227
IUM83_07920	83	41	51	0	0	0	0	6	2	30	58	37
IUM83_07921	1699	2252	1529	0	0	0	2	6	5	163	321	179
IUM83_07922	1	1	0	0	0	0	0	0	0	0	0	0
IUM83_07923	1599	1667	2110	39	50	24	261	165	89	205	223	207
IUM83_07924	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_07925	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_07926	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_07927	1229	2009	1423	0	0	0	1	24	2	280	409	123
IUM83_07928	3	10	19	0	0	0	0	0	0	10	11	5
IUM83_07929	165	129	98	0	0	0	6	5	1	27	23	38
IUM83_07930	8293	10558	6895	25	46	13	436	449	165	1107	1491	1454
IUM83_07931	2571	4122	3069	2	2	2	27	61	4	371	574	274
IUM83_07932	1186	1114	1183	17	24	11	121	109	38	305	511	354
IUM83_07933	1386	1236	1230	3	8	0	38	54	19	153	190	189
IUM83_07934	294	329	270	2	5	0	23	38	11	92	96	108
IUM83_07935	768	390	643	20	12	6	99	67	16	150	224	261
IUM83_07936	3	1	0	0	0	0	0	0	0	0	0	0
IUM83_07937	2294	1899	1399	14	18	5	42	62	20	133	130	101
IUM83_07938	700	802	550	5	12	3	87	90	32	277	359	211
IUM83_07939	1003	1050	823	16	27	4	213	209	70	545	609	394
IUM83_07940	48	50	26	20	30	18	159	124	90	99	89	109
IUM83_07941	127	94	83	13	16	9	134	189	59	337	430	305
IUM83_07942	241	231	227	4	4	0	37	39	10	43	53	29
IUM83_07943	7354	6850	5502	0	0	0	5	8	4	20	40	21
IUM83_07944	1280	1128	831	0	0	0	0	2	0	16	52	32
IUM83_07945	7384	7358	6867	5	17	1	195	369	83	1362	1644	1241
IUM83_07946	130	97	103	43	64	12	153	96	80	80	70	73
IUM83_07947	566	518	448	0	0	0	5	2	0	5	8	10
IUM83_07948	68	65	85	0	1	0	4	4	1	9	25	26
IUM83_07949	775	646	704	1	0	0	12	20	6	65	84	85
IUM83_07950	400	435	369	3	0	0	5	9	6	28	42	34
IUM83_07951	2099	1830	1774	22	34	11	154	163	65	269	407	335
IUM83_07952	3112	2473	3243	21	46	13	299	300	126	392	658	570
IUM83_07953	1087	776	1012	4	16	4	115	90	45	167	212	149
IUM83_07954	2201	1913	1861	11	16	6	154	113	59	333	514	314
IUM83_07955	524	405	469	11	15	1	87	54	35	116	162	99
IUM83_07956	1560	1556	1268	16	28	7	112	143	43	255	379	300
IUM83_07957	360	780	431	0	0	0	0	0	0	2	5	2
IUM83_07958	8	31	21	0	0	0	0	0	0	0	2	0
IUM83_07959	2	7	3	0	0	0	0	0	0	0	1	1
IUM83_07960	55	46	47	0	0	0	1	1	0	10	36	35
IUM83_07961	1172	860	1140	18	33	8	154	161	78	243	294	257
IUM83_07962	273	183	198	1	1	0	5	8	3	12	27	17
IUM83_07963	5394	4575	5608	27	41	9	292	258	114	593	804	606
IUM83_07964	434	321	335	0	0	0	0	3	0	0	4	10
IUM83_07965	124	463	123	0	0	0	0	0	0	148	755	3061
IUM83_07966	2123	1757	2133	0	0	1	4	2	0	69	192	310
IUM83_07967	1067	835	878	102	135	26	663	392	191	383	850	576
IUM83_07968	2001	1643	1797	7	18	5	163	200	62	390	571	411
IUM83_07969	125	80	81	0	1	0	1	9	1	7	14	8
IUM83_07970	1885	1439	1311	12	34	8	227	174	75	368	380	312
IUM83_07971	1130	943	1038	4	9	2	68	59	17	172	193	190
IUM83_07972	685	816	847	14	16	3	105	97	34	107	182	175
IUM83_07973	1368	2747	1390	7	6	0	69	69	32	307	368	446
IUM83_07974	931	751	870	14	34	6	124	85	52	150	249	157
IUM83_07975	2	6	1	0	0	1	22	39	4	139	342	176
IUM83_07976	3302	2612	3319	68	92	18	1158	942	443	1314	2071	1728
IUM83_07977	905	738	813	2	12	2	61	44	33	114	108	108
IUM83_07978	9513	8887	8987	42	69	25	464	500	166	1587	2147	1251
IUM83_07979	724	658	821	0	0	0	15	20	5	71	132	119
IUM83_07980	1535	1564	1576	0	0	1	15	46	13	178	265	208
IUM83_07981	708	723	925	0	0	0	5	16	3	35	73	80
IUM83_07982	1066	893	944	9	22	2	47	33	19	45	89	66
IUM83_07983	65	185	34	0	0	0	12	60	5	95	158	107
IUM83_07984	2260	1948	2684	23	28	15	254	239	104	475	744	725
IUM83_07985	221	165	272	0	0	0	4	2	0	6	22	22
IUM83_07986	341	238	434	0	0	0	3	1	0	34	70	45
IUM83_07987	1262	1020	1174	5	14	2	62	50	15	163	190	164
IUM83_07988	1468	1368	1563	12	30	4	180	127	55	231	385	395
IUM83_07989	17666	13862	15809	3	13	9	186	269	65	1299	2949	951
IUM83_07990	491	469	497	1	2	0	41	25	7	83	109	66
IUM83_07991	8515	6815	6808	19	27	7	147	125	66	251	321	290
IUM83_07992	4169	2965	4058	0	0	0	0	0	1	79	94	61
IUM83_07993	4563	4629	4318	1	0	0	10	8	2	120	259	144
IUM83_07994	2870	2484	2441	11	12	8	82	78	26	326	485	213
IUM83_07995	1310	1280	1578	99	182	44	500	326	195	279	467	356
IUM83_07996	7554	6794	7504	88	117	48	805	723	281	1181	1494	1146
IUM83_07997	320	344	268	2	8	0	43	36	18	55	63	49
IUM83_07998	1258	1210	1344	7	16	7	43	62	20	146	255	165
IUM83_07999	3408	2628	3597	0	1	0	43	76	7	266	525	267
IUM83_08000	128	105	119	0	0	0	1	2	0	2	2	1
IUM83_08001	8	15	3	0	0	0	3	3	3	4	3	3
IUM83_08002	4422	3604	3872	35	83	30	444	415	209	720	1032	649
IUM83_08003	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_08004	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_08005	0	0	2	0	0	0	0	0	0	0	0	0
IUM83_08006	4	8	13	0	0	0	0	0	0	0	0	0
IUM83_08007	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_08008	438	424	613	56	60	11	310	216	116	295	386	261
IUM83_08009	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_08010	8131	7469	8869	447	666	227	4198	3130	1507	3084	4846	3734
IUM83_08011	6084	5768	5972	99	168	65	949	571	320	635	984	909
IUM83_08012	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_08013	0	5	3	0	0	0	0	0	0	0	0	0
IUM83_08014	1831	1518	1742	6	3	3	51	52	11	144	184	169
IUM83_08015	2	2	0	0	0	0	0	0	0	0	1	3
IUM83_08016	714	514	527	4	3	0	31	34	14	50	96	79
IUM83_08017	5779	5070	3771	13	30	16	274	342	101	921	1244	775
IUM83_08018	6392	4939	5979	15	35	24	228	305	124	719	1015	781
IUM83_08019	223	194	273	28	47	30	197	108	56	94	106	91
IUM83_08020	3649	3142	3397	14	31	12	210	112	66	370	812	726
IUM83_08021	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_08022	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_08023	3688	2740	3172	68	119	33	741	707	314	759	1519	1196
IUM83_08024	7714	6531	8037	37	79	21	570	606	262	1172	1888	1832
IUM83_08025	2	3	3	0	0	0	0	0	0	0	0	1
IUM83_08026	490	652	513	0	0	0	0	2	0	33	128	130
IUM83_08027	630	751	1030	0	0	0	0	0	0	43	127	262
IUM83_08028	574	313	467	7	10	3	29	37	15	59	109	72
IUM83_08029	371	398	391	3	6	0	36	29	12	42	101	96
IUM83_08030	434	363	295	0	0	0	0	0	0	1	19	13
IUM83_08031	347	326	319	2	12	2	66	68	25	55	102	91
IUM83_08032	493	435	459	8	9	2	35	20	17	88	97	80
IUM83_08033	907	758	710	5	12	4	40	50	17	135	171	117
IUM83_08034	237	174	238	0	1	1	15	10	4	73	66	42
IUM83_08035	446	447	451	0	1	0	20	13	4	27	66	20
IUM83_08036	297	273	380	18	19	3	123	78	48	71	118	116
IUM83_08037	868	934	623	0	0	0	0	0	0	54	94	68
IUM83_08038	1726	1532	963	0	0	0	4	3	2	1	13	6
IUM83_08039	829	578	843	13	5	2	47	38	24	86	154	114
IUM83_08040	180	156	261	0	0	0	0	0	1	16	43	66
IUM83_08041	7240	5709	7527	86	126	45	813	675	358	942	1654	1576
IUM83_08042	151	165	189	0	0	4	3	4	4	9	18	8
IUM83_08043	440	481	383	15	21	2	62	44	19	74	137	82
IUM83_08044	3708	3275	3930	26	25	7	158	160	64	303	467	423
IUM83_08045	412	309	340	6	7	0	21	19	15	35	49	52
IUM83_08046	472	391	450	7	3	0	48	45	11	53	118	83
IUM83_08047	3	4	7	0	0	0	0	0	0	0	1	0
IUM83_08048	0	1	3	0	0	0	0	0	0	0	0	0
IUM83_08049	7	4	5	0	0	0	1	0	0	0	0	0
IUM83_08050	0	0	1	0	0	0	0	0	0	0	0	0
IUM83_08051	468	352	448	0	7	2	46	48	16	40	116	80
IUM83_08052	45	24	28	15	13	6	107	109	49	52	72	62
IUM83_08053	1048	918	1019	0	9	3	82	62	27	141	172	138
IUM83_08054	525	454	444	6	8	0	12	19	6	55	64	35
IUM83_08055	540	471	586	8	7	3	73	52	36	100	137	88
IUM83_08056	2	7	5	0	0	0	0	0	0	1	6	1
IUM83_08057	3	5	6	0	0	3	1	0	0	0	2	1
IUM83_08058	10	5	9	0	0	0	0	0	0	1	0	0
IUM83_08059	93	53	32	4	0	0	3	6	4	21	25	13
IUM83_08060	2	0	0	0	0	0	0	0	0	0	0	0
IUM83_08061	0	1	0	0	0	0	0	0	0	0	0	0
IUM83_08062	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_08063	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_08064	57	45	54	0	0	1	0	4	0	11	16	5
IUM83_08065	901	866	838	8	7	0	50	56	26	116	191	123
IUM83_08066	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_08067	5	3	1	0	0	0	0	0	0	0	0	0
IUM83_08068	2	3	14	0	1	1	5	3	5	0	2	2
IUM83_08069	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_08070	792	701	797	50	118	38	250	162	95	191	274	207
IUM83_08071	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_08072	30	45	32	0	0	0	1	3	0	0	4	1
IUM83_08073	3	0	1	0	0	0	0	0	0	0	0	0
IUM83_08074	7	3	3	0	0	0	1	0	0	3	2	2
IUM83_08075	7	7	15	0	0	0	0	0	0	2	1	0
IUM83_08076	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_08077	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_08078	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_08079	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_08080	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_08081	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_08082	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_08083	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_08084	0	4	0	0	0	0	0	0	2	0	1	0
IUM83_08085	106	83	96	12	11	5	31	41	27	31	28	53
IUM83_08086	422	396	466	23	8	1	115	80	33	69	142	137
IUM83_08087	4511	3546	4557	28	38	5	180	216	81	450	641	444
IUM83_08088	31	33	15	1	2	0	1	6	3	3	7	8
